Record Type,CDS Code,Federal School ID,Federal Charter District ID,County,District,School,Status,Open Date,Closed Date,Charter Yes/No,Charter Number,Funding Type,Educational Program Type,Entity Type,Low Grade,High Grade,Virtual Instruction Type,Magnet Yes/No,Year Round Yes/No,Public Yes/No,Multilingual Yes/No,Website,Latitude,Longitude,Last Update,Street Address,Street City,Street State,Street Zip,Mailing Address,Mailing City,Mailing State,Mailing Zip,Phone,Phone Extension,Fax Number,Email,Administrator Name,Administrator Phone,Administrator Phone Ext.,Administrator Email
School,19647336016372,02901,No Data,Los Angeles,Los Angeles Unified,Carthay Elementary Of Environmental Studies Magnet,Active,7/1/1923,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,Y,N,Y,N,www.carthay-lausd-ca.schoolloop.com,34.058836,-118.369098,2/9/2023,6351 West Olympic Blvd.,Los Angeles,CA,90048-5411,6351 West Olympic Blvd.,Los Angeles,CA,90048-5411,(323) 935-8173,No Data,(323) 933-2698,No Data,Sharon Hall Johnson,No Data,No Data,sharon.halljohnson@lausd.net
School,19647336016380,02903,No Data,Los Angeles,Los Angeles Unified,Castelar Street Elementary,Active,7/1/1882 12:00:00 AM,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,8,Not Virtual,N,N,Y,Y,www.castelares-lausd-ca.schoolloop.com,34.063851,-118.240392,10/5/2022,840 Yale St.,Los Angeles,CA,90012-2328,840 Yale St.,Los Angeles,CA,90012-2328,(213) 626-3674,No Data,(213) 680-1894,No Data,Amy Luu,No Data,No Data,apl1999@lausd.net
School,19647336016398,02904,No Data,Los Angeles,Los Angeles Unified,Castle Heights Elementary,Active,7/1/1951,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.lausd.k12.ca.us/castle_heights_el,34.037194,-118.397597,2/9/2023,9755 Cattaraugus Ave.,Los Angeles,CA,90034-2352,9755 Cattaraugus Ave.,Los Angeles,CA,90034-2352,(310) 839-4528,No Data,(310) 839-3097,No Data,Linda Beck,No Data,No Data,lwb2035@lausd.net
School,19647336071435,02905,No Data,Los Angeles,Los Angeles Unified,Castlebay Lane Charter,Active,7/1/1971,No Data,Y,1477,Locally funded,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.castlebaylanecharter.com,34.293419,-118.547490,2/9/2023,19010 Castlebay Ln.,Porter Ranch,CA,91326-1005,19010 Castlebay Ln.,Porter Ranch,CA,91326-1005,(818) 360-1908,No Data,(818) 831-5492,No Data,David Price,No Data,No Data,djp2520@lausd.net
School,19647330101659,11312,0602265,Los Angeles,Los Angeles Unified,"CATCH Prep Charter High, Inc.",Active,9/2/2003,No Data,Y,0570,Directly funded,Traditional,High Schools (Public),9,12,Not Virtual,N,Y,Y,N,http://catchhighschool.com,34.009559,-118.329502,2/9/2023,4120 11th Ave.,Los Angeles,CA,90008-3712,PO Box 561752,Los Angeles,CA,90023,(323) 293-3917,No Data,(323) 778-7712,info@catchhighschool.com,Patricia D. Smith,No Data,No Data,psmith@catchhighschool.com
School,19647336016406,02906,No Data,Los Angeles,Los Angeles Unified,Catskill Avenue Elementary,Active,7/1/1948,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,Y,http://catskillcougars.org,33.812038,-118.271231,11/1/2022,23536 Catskill Ave.,Carson,CA,90745-5412,23536 Catskill Ave.,Carson,CA,90745-5412,(310) 834-7241,No Data,(310) 549-3742,No Data,Hoff Brooks,No Data,No Data,hbrooks@lausd.net
School,19647330115139,12044,0602111,Los Angeles,Los Angeles Unified,Center for Advanced Learning,Active,9/10/2007,No Data,Y,0937,Directly funded,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,http://centeradvancedlearning.org,34.010657,-118.256505,2/9/2023,4016 South Central Ave.,Los Angeles,CA,90011-2708,4016 South Central Ave.,Los Angeles,CA,90011-2708,(323) 232-0245,No Data,(323) 233-3675,No Data,Benjamin Ruiz,No Data,No Data,bruiz@centeradvancedlearning.org
School,19647330100800,11337,0602131,Los Angeles,Los Angeles Unified,Central City Value,Active,9/22/2003,No Data,Y,0534,Directly funded,Traditional,High Schools (Public),9,12,Not Virtual,N,Y,Y,N,www.ccvhs.valueschools.com,34.074782,-118.287905,2/9/2023,221 North Westmoreland Ave.,Los Angeles,CA,90004-4815,221 North Westmoreland Ave.,Los Angeles,CA,90004-4815,(213) 471-4686,No Data,(213) 385-5127,No Data,Joaquin Arroyo,No Data,No Data,jarroyo@valueschools.com
School,19647336016414,02909,No Data,Los Angeles,Los Angeles Unified,Century Park Elementary,Active,7/1/1947,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.centuryparkes-lausd-ca.schoolloop.com,33.936042,-118.318908,2/9/2023,10935 South Spinning Ave.,Inglewood,CA,90303-2599,10935 South Spinning Ave.,Inglewood,CA,90303-2599,(323) 757-8231,No Data,(323) 757-7449,No Data,Davita McCauley,No Data,No Data,davita.mccauley@lausd.net
School,19647330109439,10887,No Data,Los Angeles,Los Angeles Unified,Cesar Chavez Elementary,Active,9/6/2005,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,6,Not Virtual,N,N,Y,N,No Data,34.088619,-118.167841,2/9/2023,5243 Oakland St.,Los Angeles,CA,90032-2335,5243 Oakland St.,Los Angeles,CA,90032-2335,(323) 276-1440,No Data,(323) 276-1232,No Data,Armando Ramirez,No Data,No Data,armando.ramirez@lausd.net
School,19647330124396,12858,No Data,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academies-Academy of Scientific Exploration (ASE),Active,9/6/2011,No Data,N,No Data,No Data,Traditional,High Schools (Public),9,12,Not Virtual,N,N,Y,N,No Data,34.288462,-118.420736,2/9/2023,1001 Arroyo Ave.,San Fernando,CA,91340-1817,1001 Arroyo Ave.,San Fernando,CA,91340-1817,(818) 838-3926,No Data,(818) 838-3945,No Data,Angelyque Jensen-Cachon,No Data,No Data,axj0519@lausd.net
School,19647330124388,12895,No Data,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academies-Social Justice Humanitas Academy,Active,9/7/2011,No Data,N,No Data,No Data,Traditional,High Schools (Public),9,12,Primarily Classroom,N,N,Y,N,No Data,34.288462,-118.420736,2/9/2023,1001 Arroyo Ave.,San Fernando,CA,91340-1817,1001 Arroyo Ave.,San Fernando,CA,91340-1817,(818) 838-3915,No Data,(818) 838-6759,No Data,Jeffrey Austin,No Data,No Data,jeffrey.austin@lausd.net
School,19647330124404,12964,No Data,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academies-Technology Preparatory Academy,Active,9/7/2011,No Data,N,No Data,No Data,Traditional,High Schools (Public),9,12,Not Virtual,N,N,Y,N,www.tpa-lausd-ca.schoolloop.com,34.288462,-118.420736,2/9/2023,1001 Arroyo Ave.,San Fernando,CA,91340-1817,1001 Arroyo Ave.,San Fernando,CA,91340-1817,(818) 838-3946,No Data,(818) 838-6819,No Data,Freddy Ortiz,No Data,No Data,fxo8969@lausd.net
School,19647330108878,10865,0601580,Los Angeles,Los Angeles Unified,CHAMPS - Charter HS of Arts-Multimedia & Performing,Active,9/12/2005,No Data,Y,0712,Directly funded,Traditional,High Schools (Public),9,12,Not Virtual,N,N,Y,N,http://champscharter.org,34.195128,-118.447526,2/9/2023,6842 Van Nuys Blvd.,Van Nuys,CA,91405-3984,6842 Van Nuys Blvd.,Van Nuys,CA,91405-3984,(818) 994-7614,No Data,(818) 994-9381,No Data,Jay San Agustin,No Data,No Data,jsanagustin@champscharter.org
School,19647336016422,02910,No Data,Los Angeles,Los Angeles Unified,Chandler Elementary,Active,7/1/1949,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,http://chandlerla.org,34.165736,-118.439001,2/9/2023,14030 Weddington St.,Sherman Oaks,CA,91401-5753,14030 Weddington St.,Sherman Oaks,CA,91401-5753,(818) 789-6173,No Data,(818) 995-7095,No Data,Matthew Skoll,No Data,No Data,matthew.skoll@lausd.net
School,19647336016430,02911,No Data,Los Angeles,Los Angeles Unified,Chapman Elementary,Active,7/1/1923,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,No Data,33.894721,-118.312592,2/9/2023,1947 Marine Ave.,Gardena,CA,90249-3803,1947 Marine Ave.,Gardena,CA,90249-3803,(310) 324-2275,No Data,(310) 327-3898,No Data,Sheronda Dowdell,No Data,No Data,sld3524@lausd.net
School,19647336057962,02966,No Data,Los Angeles,Los Angeles Unified,Charles Drew Middle,Active,7/1/1963,No Data,N,No Data,No Data,Traditional,Intermediate/Middle Schools (Public),7,8,Not Virtual,Y,N,Y,N,www.lausd.k12.ca.us/drew_ms,33.961102,-118.247722,2/9/2023,8511 Compton Ave.,Los Angeles,CA,90001-3921,8511 Compton Ave.,Los Angeles,CA,90001-3921,(323) 826-1700,No Data,(323) 583-6030,No Data,Nuantia Flowers,No Data,No Data,nnf0400@lausd.net
School,19647330111989,11646,No Data,Los Angeles,Los Angeles Unified,Charles H. Kim Elementary,Active,8/18/2006,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,Y,www.kim-lausd-ca.schoolloop.com,34.070600,-118.307967,10/5/2022,225 South Oxford Ave.,Los Angeles,CA,90004-5104,225 South Oxford Ave.,Los Angeles,CA,90004-5104,(213) 368-5600,No Data,(213) 739-2550,No Data,Jonathan Paek,No Data,No Data,jpaek3@lausd.net
School,19647336058101,03155,No Data,Los Angeles,Los Angeles Unified,Charles Maclay Middle,Active,7/1/1960,No Data,N,No Data,No Data,Traditional,Intermediate/Middle Schools (Public),6,8,Not Virtual,N,N,Y,N,www.maclayms-lausd-ca.schoolloop.com,34.272428,-118.406074,2/9/2023,12540 Pierce Ave.,Pacoima,CA,91331-1701,12540 Pierce Ave.,Pacoima,CA,91331-1701,(818) 686-3800,No Data,(818) 834-1012,No Data,Richard Guillen,No Data,No Data,rguill1@lausd.net
School,19647336018360,03221,No Data,Los Angeles,Los Angeles Unified,Charles W. Barrett Elementary,Active,7/1/1923,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,Y,www.barrett-lausd-ca.schoolloop.com,33.947434,-118.280573,10/5/2022,419 West 98th St.,Los Angeles,CA,90003-3916,419 West 98th St.,Los Angeles,CA,90003-3916,(323) 756-1419,No Data,(323) 418-0227,No Data,Sukari Garlington,No Data,No Data,smg5769@lausd.net
School,19647330106948,10857,No Data,Los Angeles,Los Angeles Unified,Charles White Elementary,Active,7/6/2004,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),1,5,Not Virtual,N,N,Y,N,www.white-lausd-ca.schoolloop.com,34.059841,-118.279983,2/9/2023,2401 Wilshire Blvd.,Los Angeles,CA,90057-3304,2401 Wilshire Blvd.,Los Angeles,CA,90057-3304,(213) 487-9172,No Data,(213) 487-9177,No Data,Alfredo Juarez,No Data,No Data,ajuare4@lausd.net
School,19647336016448,02913,No Data,Los Angeles,Los Angeles Unified,Charnock Road Elementary,Active,7/1/1947,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.charnockrdes-lausd-ca.schoolloop.com/,34.017253,-118.419665,2/9/2023,11133 Charnock Rd.,Los Angeles,CA,90034-6506,11133 Charnock Rd.,Los Angeles,CA,90034-6506,(310) 838-6110,No Data,(310) 838-2950,No Data,Kari Lee,No Data,No Data,kari.lee@lausd.net
School,19647336016455,02914,No Data,Los Angeles,Los Angeles Unified,Chase Street Elementary,Active,7/1/1949,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.chasek5.com,34.225639,-118.439832,2/9/2023,14041 Chase St.,Panorama City,CA,91402-3222,14041 Chase St.,Panorama City,CA,91402-3222,(818) 830-4440,No Data,(818) 892-8136,No Data,Rosemary Mena,No Data,No Data,rmena@lausd.net
School,19647331931708,02916,No Data,Los Angeles,Los Angeles Unified,Chatsworth Charter High,Active,7/1/1963,No Data,Y,1581,Locally funded,Traditional,High Schools (Public),9,12,Not Virtual,N,N,Y,N,www.chatsworthhs.org,34.252319,-118.584257,2/9/2023,10027 Lurline Ave.,Chatsworth,CA,91311-3153,10027 Lurline Ave.,Chatsworth,CA,91311-3153,(818) 678-3400,No Data,(818) 709-6952,No Data,Timothy Guy,No Data,No Data,tguy@lausd.net
School,19647336016463,02915,No Data,Los Angeles,Los Angeles Unified,Chatsworth Park ES Urban Planning/Community Development Magnet,Active,7/1/1915,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,Y,N,Y,N,www.chatsworth-lausd-ca.schoolloop.com,34.257273,-118.606374,2/9/2023,22005 Devonshire St.,Chatsworth,CA,91311-2841,22005 Devonshire St.,Chatsworth,CA,91311-2841,(818) 341-1371,No Data,(818) 882-3540,No Data,David Garringer,No Data,No Data,dag8819@lausd.net
School,19647336016471,02917,No Data,Los Angeles,Los Angeles Unified,Cheremoya Avenue Elementary,Active,7/1/1915,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.cheremoya-lausd-ca.schoolloop.com,34.105315,-118.320726,2/9/2023,6017 Franklin Ave.,Los Angeles,CA,90028-5517,6017 Franklin Ave.,Los Angeles,CA,90028-5517,(323) 464-1722,No Data,(323) 463-2928,No Data,Christina Lincoln-Moore,No Data,No Data,christina.moore@lausd.net
School,19647336057939,03216,No Data,Los Angeles,Los Angeles Unified,Chester W. Nimitz Middle,Active,7/1/1932,No Data,N,No Data,No Data,Traditional,Intermediate/Middle Schools (Public),6,8,Not Virtual,Y,N,Y,N,www.lausd.net/nimitz_ms,33.986084,-118.196985,2/9/2023,6021 Carmelita Ave.,Huntington Park,CA,90255-3320,6021 Carmelita Ave.,Huntington Park,CA,90255-3320,(323) 887-5400,No Data,(323) 773-5201,No Data,Guillermina Jauregui,No Data,No Data,gjauregu@lausd.net
School,19647336119531,08724,0601490,Los Angeles,Los Angeles Unified,CHIME Institute's Schwarzenegger Community,Active,8/31/2001,No Data,Y,0417,Directly funded,Traditional,Elementary Schools (Public),K,8,Not Virtual,N,N,Y,N,http://chimeinstitute.org,34.165765,-118.562884,2/9/2023,19722 Collier St.,Woodland Hills,CA,91364-3618,19722 Collier St.,Woodland Hills,CA,91364-3618,(818) 346-5100,No Data,(818) 346-5120,No Data,Caitlin Healey,No Data,No Data,chealey@chimecharter.com
School,19647336057947,02933,No Data,Los Angeles,Los Angeles Unified,Christopher Columbus Middle,Active,7/1/1959,No Data,N,No Data,No Data,Traditional,Intermediate/Middle Schools (Public),6,8,Not Virtual,Y,N,Y,N,www.cms-lausd-ca.schoolloop.com,34.212762,-118.611513,2/9/2023,22250 Elkwood St.,Canoga Park,CA,91304-5501,22250 Elkwood St.,Canoga Park,CA,91304-5501,(818) 702-1200,No Data,(818) 348-2894,No Data,Lisa Hamilton,No Data,No Data,lwill3@lausd.net
School,19647336016679,02945,No Data,Los Angeles,Los Angeles Unified,Christopher Dena Elementary,Active,7/1/1898 12:00:00 AM,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,6,Not Virtual,N,N,Y,N,No Data,34.022225,-118.211391,2/9/2023,1314 Dacotah St.,Los Angeles,CA,90023-2707,1314 Dacotah St.,Los Angeles,CA,90023-2707,(323) 269-9222,No Data,(323) 263-2371,No Data,Roberto Salazar,No Data,No Data,rsalaz1@lausd.net
School,19647336016489,02919,No Data,Los Angeles,Los Angeles Unified,Cienega Elementary,Active,7/1/1917,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,Y,www.cienegaelementary.org,34.032330,-118.353502,11/1/2022,2611 South Orange Dr.,Los Angeles,CA,90016-3515,2611 South Orange Dr.,Los Angeles,CA,90016-3515,(323) 939-1138,No Data,(323) 933-5316,No Data,Shalene Wright,No Data,No Data,srw5054@lausd.net
School,19647336016497,02920,No Data,Los Angeles,Los Angeles Unified,Cimarron Avenue Elementary,Active,7/1/1955,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.cimarronavees-lausd-ca.schoolloop.com,33.928909,-118.315121,2/9/2023,11559 Cimarron Ave.,Hawthorne,CA,90250-1914,11559 Cimarron Ave.,Hawthorne,CA,90250-1914,(323) 757-1226,No Data,(323) 756-1686,No Data,Dana Rivers,No Data,No Data,dsr7698@lausd.net
School,19647330140749,14582,0602567,Los Angeles,Los Angeles Unified,Citizens of the World Charter School East Valley,Active,8/23/2021,No Data,Y,2081,Directly funded,Traditional,Elementary Schools (Public),K,8,Not Virtual,N,N,Y,N,http://cwceastvalley.org/,34.171429,-118.395407,2/9/2023,12020 Burbank Blvd.,Valley Village,CA,91607-1811,12020 Burbank Blvd.,Valley Village,CA,91607-1811,(818) 698-3848,No Data,(818) 751-2747,data@cwclosangeles.org,Hye-Won Gehring,No Data,No Data,hgehring@cwclosangeles.org
School,19647330122556,12708,0602050,Los Angeles,Los Angeles Unified,Citizens of the World Charter School Hollywood,Active,9/13/2010,No Data,Y,1200,Directly funded,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,http://cwchollywood.org,34.047217,-118.325792,2/9/2023,1316 North Bronson Ave.,Los Angeles,CA,90028-8497,1316 North Bronson Ave.,Los Angeles,CA,90028-8497,(323) 464-4292,No Data,(323) 464-8292,No Data,Jirusha Lopez,No Data,No Data,jlopez@cwchollywood.org
School,19647330126193,13088,0602186,Los Angeles,Los Angeles Unified,Citizens of the World Charter School Mar Vista,Active,8/1/2013,No Data,Y,1414,Directly funded,Traditional,Elementary Schools (Public),K,8,Not Virtual,N,N,Y,N,www.cwcmarvista.org,34.031575,-118.442458,2/9/2023,11561 Gateway Blvd.,Los Angeles,CA,90064-3009,11561 Gateway Blvd.,Los Angeles,CA,90064-3009,(424) 248-0544,No Data,(310) 733-1857,No Data,Jesus Urdiales,No Data,No Data,jesus.urdiales@cwcmarvista.org
School,19647330126177,13114,0602270,Los Angeles,Los Angeles Unified,Citizens of the World Charter School Silver Lake,Active,8/27/2012,No Data,Y,1413,Directly funded,Traditional,Elementary Schools (Public),K,8,Not Virtual,N,N,Y,N,http://cwcsilverlake.org,34.069417,-118.275321,2/9/2023,110 North Coronado St.,Los Angeles,CA,90026-5206,110 North Coronado St.,Los Angeles,CA,90026-5206,(323) 462-2840,No Data,(213) 760-8934,No Data,Maureen Lamorena-Tatsui,(323) 315-0235,120,mtatsui@cwcsilverlake.org
School,19647330139832,14480,0602531,Los Angeles,Los Angeles Unified,Citizens of the World Charter School West Valley,Active,8/24/2020,No Data,Y,2082,Directly funded,Traditional,Elementary Schools (Public),K,8,Not Virtual,N,N,Y,N,www.cwcwestvalley.org/,34.214863,-118.572093,2/9/2023,7911 Winnetka Ave.,Winnetka,CA,91306-2317,7911 Winnetka Ave.,Winnetka,CA,91306-2317,(818) 330-3050,No Data,(818) 331-3771,enrollment-westvalley@cwclosangeles.org,Jennifer Mansfield,(818) 330-3050,No Data,jmansfield@cwclosangeles.org
School,19647330127886,13642,0601769,Los Angeles,Los Angeles Unified,City Language Immersion Charter,Active,9/3/2013,No Data,Y,1538,Directly funded,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,Y,http://citycharterschools.org/clic,34.043882,-118.324852,12/6/2022,4001 Venice Blvd.,Los Angeles,CA,90019-6009,4001 Venice Blvd.,Los Angeles,CA,90019-6009,(323) 294-4937,No Data,(323) 737-3018,No Data,Raul Alarcon,No Data,No Data,ralarcon@citycharterschools.org
School,19647336016505,02921,No Data,Los Angeles,Los Angeles Unified,City Terrace Elementary,Active,7/1/1926,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,Y,www.cityterrace-lausd-ca.schoolloop.com,34.057545,-118.172166,10/5/2022,4350 City Terrace Dr.,Los Angeles,CA,90063-1049,4350 City Terrace Dr.,Los Angeles,CA,90063-1049,(323) 269-0581,No Data,(323) 267-9959,No Data,Elaine Hu,No Data,No Data,elaine.hu@lausd.net
School,19647336016513,02924,No Data,Los Angeles,Los Angeles Unified,Clifford Street Elementary Math & Technology Magnet,Active,7/1/1908,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,Y,N,Y,N,www.cliffordes-lausd-ca.schoolloop.com,34.089275,-118.257778,2/9/2023,2150 Duane St.,Los Angeles,CA,90039-3919,2150 Duane St.,Los Angeles,CA,90039-3919,(323) 663-0474,No Data,(323) 663-6822,No Data,Anna Aguilera,No Data,No Data,aga9434@lausd.net
School,19647336016521,02925,No Data,Los Angeles,Los Angeles Unified,Clover Avenue Elementary,Active,7/1/1954,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.cloveraveschool.org,34.027163,-118.426023,2/9/2023,11020 Clover Ave.,Los Angeles,CA,90034-3010,11020 Clover Ave.,Los Angeles,CA,90034-3010,(310) 479-7739,No Data,(310) 444-9744,No Data,Lauren Mulder,No Data,No Data,lauren.park@lausd.net
School,19647336016539,02926,No Data,Los Angeles,Los Angeles Unified,Coeur D'Alene Avenue Elementary,Active,7/1/1926,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.cdavenice.org,33.989891,-118.453538,2/9/2023,810 Coeur D'Alene Ave.,Venice,CA,90291-4927,810 Coeur D'Alene Ave.,Venice,CA,90291-4927,(310) 821-7813,No Data,(310) 823-4486,No Data,Danielle Vinas,No Data,No Data,danielle.vinas@lausd.net
School,19647336016547,02927,No Data,Los Angeles,Los Angeles Unified,Cohasset Street Elementary,Active,7/1/1950,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,Y,www.cohassetes-lausd-ca.schoolloop.com,34.207948,-118.478091,10/5/2022,15810 Saticoy St.,Lake Balboa,CA,91406-3128,15810 Saticoy St.,Lake Balboa,CA,91406-3128,(818) 787-2113,No Data,(818) 782-3522,No Data,Andrea Yahudian,No Data,No Data,axy0232@lausd.net
School,19647336016554,02928,No Data,Los Angeles,Los Angeles Unified,Coldwater Canyon Elementary,Active,7/1/1948,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,Y,www.lausd.net/coldwatercanyon,34.194892,-118.413722,10/5/2022,6850 Coldwater Canyon Ave.,North Hollywood,CA,91605-5103,6850 Coldwater Canyon Ave.,North Hollywood,CA,91605-5103,(818) 765-6634,No Data,(818) 982-1387,No Data,Cynthia Braley,No Data,No Data,cab0428@lausd.net
School,19647336016562,02929,No Data,Los Angeles,Los Angeles Unified,Colfax Charter Elementary,Active,7/1/1951,No Data,Y,1041,Locally funded,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.colfaxcharter-lausd-ca.schoolloop.com,34.160130,-118.388309,2/9/2023,4935 Colfax Ave.,Valley Village,CA,91601-4773,4935 North Colfax Ave.,Valley Village,CA,91601-4773,(818) 761-5115,No Data,(818) 985-6017,No Data,Edward Gorton,No Data,No Data,eag7545@lausd.net
School,19647336016570,02930,No Data,Los Angeles,Los Angeles Unified,Coliseum Street Elementary,Active,7/1/1946,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.coliseumstes-lausd-ca.schoolloop.com,34.018209,-118.344222,2/9/2023,4400 Coliseum St.,Los Angeles,CA,90016-5734,4400 Coliseum St.,Los Angeles,CA,90016-5734,(323) 294-5244,No Data,(323) 292-9490,No Data,Susannah Yorke,No Data,No Data,sxy9247@lausd.net
School,19647330131821,13851,0602231,Los Angeles,Los Angeles Unified,Collegiate Charter High School of Los Angeles,Active,8/18/2015,No Data,Y,1722,Directly funded,Traditional,High Schools (Public),9,12,Not Virtual,N,N,Y,N,www.collegiatecharterhighschooloflosangeles.org,34.026000,-118.193310,2/9/2023,725 South Indiana St.,Los Angeles,CA,90023-1840,725 South Indiana St.,Los Angeles,CA,90023-1840,(213) 304-7077,No Data,(323) 544-6403,No Data,Edward Morris,No Data,No Data,tedmorris@collegiatecharterhighschool.org
School,19647336120679,10527,No Data,Los Angeles,Los Angeles Unified,Columbus Avenue,Active,7/1/2002,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,No Data,34.192154,-118.463938,2/9/2023,6700 Columbus Ave.,Van Nuys,CA,91405-4513,6700 Columbus Ave.,Van Nuys,CA,91405-4513,(818) 779-5440,No Data,(818) 779-7947,No Data,Alan O Hara,No Data,No Data,aohara@lausd.net
School,19647336016604,02934,No Data,Los Angeles,Los Angeles Unified,Commonwealth Avenue Elementary,Active,7/1/1924,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,Y,N,Y,N,www.commonwealth-lausd-ca.schoolloop.com,34.075346,-118.285583,2/9/2023,215 South Commonwealth Ave.,Los Angeles,CA,90004-6103,215 South Commonwealth Ave.,Los Angeles,CA,90004-6103,(213) 384-2546,No Data,(213) 386-3652,No Data,Xavier Ortiz,No Data,No Data,xxo3146@lausd.net
School,19647330124495,12973,No Data,Los Angeles,Los Angeles Unified,Communication and Technology at Diego Rivera Learning Complex,Active,9/6/2011,No Data,N,No Data,No Data,Traditional,High Schools (Public),9,12,Not Virtual,N,N,Y,N,www.drlc-lausd-ca.schoolloop.com,33.984122,-118.256116,2/9/2023,6100 South Central Ave.,Los Angeles,CA,90001-1133,6100 South Central Ave.,Los Angeles,CA,90001-1133,(323) 846-2118,No Data,(323) 846-2119,No Data,Sean Gosselin,No Data,No Data,sxg0348@lausd.net
School,19647336094726,02935,No Data,Los Angeles,Los Angeles Unified,Community Magnet Charter Elementary,Active,7/1/1978,No Data,Y,0957,Locally funded,Traditional,Elementary Schools (Public),K,5,Not Virtual,Y,N,Y,N,www.communitymagnet.org,34.081830,-118.462242,2/9/2023,11301 Bellagio Rd.,Los Angeles,CA,90049-1705,11301 Bellagio Rd.,Los Angeles,CA,90049-1705,(310) 476-2281,No Data,(310) 472-6391,No Data,Toni Klugh,No Data,No Data,trk2932@lausd.net
School,19647336016612,02936,No Data,Los Angeles,Los Angeles Unified,Compton Avenue Elementary,Active,7/1/1925,No Data,N,No Data,No Data,Traditional,Elementary Schools (Public),K,5,Not Virtual,N,N,Y,N,www.comptonavenue.org,33.941522,-118.247502,2/9/2023,1515 East 104th St.,Los Angeles,CA,90002-3559,1515 East 104th St.,Los Angeles,CA,90002-3559,(323) 564-5767,No Data,(323) 563-6311,No Data,Lashon Sanford,No Data,No Data,lte7184@lausd.net
School,19647330117721,12314,No Data,Los Angeles,Los Angeles Unified,Contreras Learning Center-Academic Leadership Community,Active,9/2/2008,No Data,N,No Data,No Data,Traditional,High Schools (Public),9,12,Not Virtual,N,N,Y,N,www.alccobras.net,34.058064,-118.261708,2/9/2023,322 Lucas Ave.,Los Angeles,CA,90017-1406,322 Lucas Ave.,Los Angeles,CA,90017-1406,(213) 240-3815,No Data,(213) 482-0232,No Data,Fannie Virgen-Gonzalez,No Data,No Data,fxv6839@lausd.net
School,19647330112870,11888,No Data,Los Angeles,Los Angeles Unified,Contreras Learning Center-Los Angeles School of Global Studies,Active,9/5/2006,No Data,N,No Data,No Data,Traditional,High Schools (Public),9,12,Not Virtual,N,N,Y,N,http://lasgs.net,34.058064,-118.261708,2/9/2023,322 Lucas Ave.,Los Angeles,CA,90017-1406,322 Lucas Ave.,Los Angeles,CA,90017-1406,(213) 240-3850,No Data,(213) 482-0232,No Data,Ernesto Castro,No Data,No Data,enc7041@lausd.net
